id,vendedor,tag_loja,avaliacoes,descricao,fl_item_ativo,link,produtos_a_venda,produtos_vendidos,tempo_medio_envio,no_enjoei_desde,anomesdia_particao
1411,rosa,"taboão da serra, SP",(0 avaliação),"teclado e mouse na cor preta, super conservados e funcionando perfeitamente. ideal para usar com ipad.",1,https://www.enjoei.com.br/p/teclado-e-mouse-para-ipad-preto-142881038?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=19,9,2,n/a,nov/2018,20260711
1412,amanda,"Suzano, SP",(0 avaliação),"caixa de som amvox new x com 1300w de potência, na cor preta. possui dois woofers e luzes de led que mudam de cor. ideal para festas e eventos, com alta qualidade de som. usada, mas em ótimo estado de conservação.",1,https://www.enjoei.com.br/p/caixa-de-som-amvox-new-x-1300w-142607923?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=20,2,0,n/a,jan/2026,20260711
1413,janaina,"São Paulo, SP",(51 avaliações),cartão de captura de vídeo de áudio hdmi para usb3.0 4k 1080p caixa conversora de gravação de vídeo para transmissão ao vivo de jogosnovo! embalagem lacrada,1,https://www.enjoei.com.br/p/placa-de-captura-de-video-hdmi-146295926?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=21,22,94,1 dia,fev/2024,20260711
1414,denise,"Belo Horizonte, MG",(34 avaliações),"celular lenovo vibe b na cor dourada. o aparelho não está carregando, ideal para quem busca peças ou conserto. acompanha capa preta e guia de início rápido.",1,https://www.enjoei.com.br/p/celular-lenovo-vibe-b-dourado-146151084?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=22,17,58,2 dias,jul/2022,20260711
1415,raquel,"Guarulhos, SP",(5 avaliações),"zoom óptico 2x kax teleplus mc4, ideal para câmeras pentax p30 analógicas. em ótimo estado de conservação, perfeito para ampliar suas possibilidades fotográficas.",1,https://www.enjoei.com.br/p/zoom-optico-2x-kax-teleplus-mc4-para-pentax-p30-145752012?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=23,17,14,3 dias,jun/2025,20260711
1416,fernanda,"Colatina, ES",(0 avaliação),"pen drive do darth vader, personagem da saga star wars. item novo, ideal para colecionadores e fãs da franquia. pequeno e lindinho, perfeito para quem ama detalhes.",1,https://www.enjoei.com.br/p/pen-drive-darth-vader-star-wars-144756534?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=24,13,1,n/a,jul/2020,20260711
1417,emanuela,"Jandira, SP",(2 avaliações),braço articulado e tela dell,1,https://www.enjoei.com.br/p/braco-multifuncional-e-tela-dell-144397821?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=25,29,5,2 dias,nov/2024,20260711
1418,lucas,"sobradinho, RS",(0 avaliação),"cpu gamer em perfeito estado, com gabinete tgt erion e 2 fans. possui placa de vídeo rtx 3050, placa mãe asus tuf gaming b550-m plus, processador intel core i-5 10400f 2.9ghz, memória ram 16gb asgard loki w2, ssd 1tb sata iii 6gb/s interno e fonte thunder 500w.",1,https://www.enjoei.com.br/p/cpu-gamer-tgt-erion-rtx-3050-i5-10400f-144223613?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=26,1,3,n/a,mar/2023,20260711
1419,jessica,"Betim, MG",(5 avaliações),phone strap artesanal personalizado feito em cordão de cetim com miçangas e aplique em resina dos personagens bt21 mascotes do grupo de kpop bts.**acompanha lomocard aleatório.,1,https://www.enjoei.com.br/p/phone-strap-com-pingente-em-resina-bt21-mang-143576898?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=27,7,16,3 dias,nov/2017,20260711
1420,thierry,"Sete Lagoas, MG",(0 avaliação),12 de ram gtx 750 2gb hd 56 ssd 500gb roda tudo gta rp tudo em 1080 p só ligar e ser feliz,1,https://www.enjoei.com.br/p/pc-barato-143020639?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=28,1,0,n/a,mai/2026,20260711
1421,leonardo,"Rio de Janeiro, RJ",(0 avaliação),"câmera canon eos 5000 na cor preta, com lente zoom ef 38-76mm 1:4.5-5.6. foi poucas vezes usada e está em perfeito estado de conservação.",1,https://www.enjoei.com.br/p/camera-canon-eos-5000-preta-142607179?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=29,2,0,n/a,out/2024,20260711
1422,lauro,"São Paulo, SP",(1 avaliação),"pedaleira zoom g3x funcionando perfeitamente, com pequenas marcas de uso como se vê nas fotos.não inclue fonte de almentação.",1,https://www.enjoei.com.br/p/pedaleira-zoom-g3x-multi-efeito-usada-145710261?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=30,4,2,n/a,fev/2021,20260711
1423,lavinia,"Jequitinhonha, MG",(0 avaliação),"capinha de celular para iphone 13 na cor verde, nova e nunca usada. ideal para proteger seu aparelho com estilo.",1,https://www.enjoei.com.br/p/capinha-de-celular-iphone-13-verde-144035481?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=1,6,2,n/a,fev/2024,20260711
1424,giovanna,"Joinville, SC",(12 avaliações),"apple wireless keyboard (modelo a1314).teclado de alumínio. utiliza 2 pilhas aa. conexao por bluetooth. funciona com mac, ipad. funcionando normalmente",1,https://www.enjoei.com.br/p/teclado-apple-modelo-a1314-146349865?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=2,10,31,3 dias,fev/2019,20260711
1425,enjoy,loja em destaque,(16 avaliações),"smartwatch haylou solar plus com design moderno e tela ampla. monitore atividades, receba notificações e mantenha tudo sob controle direto no pulso. perfeito para quem gosta de tecnologia.",1,https://www.enjoei.com.br/p/smartwatch-haylou-solar-plus-preto-145429576?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=3,57,30,1 dia,ago/2025,20260711
1426,vitória,"Garopaba, SC",(0 avaliação),"câmera sony zve10 na cor preta, pouco usada e em perfeito estado. acompanha cartão de memória e acessórios originais (exceto carregador). ideal para quem busca qualidade em fotos e vídeos.",1,https://www.enjoei.com.br/p/camera-sony-zve10-preta-145424980?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=4,1,0,n/a,mar/2023,20260711
1427,lucas,"Juiz de Fora, MG",(0 avaliação),"caixa amplificadora machintec maxx 10, com 10 polegadas, ideal para guitarra, violão ou voz. possui efeito de drive integrado, controles de drive, level, gain, equalizer (low, mid, high) e entrada para instrumento (p10). bivolt, em excelente estado, sem detalhes.",1,https://www.enjoei.com.br/p/caixa-amplificadora-machintec-maxx-10-bivolt-144763016?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=5,3,0,n/a,jun/2026,20260711
1428,olga,"campinas, SP",(26 avaliações),"cacheador de cabelo da marca 4forte, bivolt, com temperatura de até 230 graus celsius. modela com diferentes efeitos de frisos. ideal para criar cachos e ondas no cabelo.",1,https://www.enjoei.com.br/p/cacheador-de-cabelo-4forte-bivolt-143678496?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=6,5,46,1 dia,jun/2020,20260711
1429,multi,loja em destaque,(6 avaliações),"teclado e carcaça originais do notebook multilaser, mesma linha dos demais itens listados anteriormente. ambos em funcionamento confirmado, sem defeitos. peças ideais para quem precisa repor teclado com teclas danificadas ou carcaça quebrada no mesmo modelo.",1,https://www.enjoei.com.br/p/teclado-carcaca-notebook-multilaser-usados-146389518?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=7,22,16,4 dias,nov/2023,20260711
1430,ana,loja em destaque,(20 avaliações),"jogo fifa 19 para playstation 4, em perfeito estado. divirta-se com o modo carreira, ultimate team e muito mais. jogo original, pronto para usar.",1,https://www.enjoei.com.br/p/jogo-fifa-19-ps4-145422109?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=8,1 mil,86,1 dia,nov/2025,20260711
1431,mayara,"Urupês, SP",(119 avaliações),"almofada de massagem shiatsu da marca relaxmedic, bivolt. possui 4 cabeças massageadoras, luz e aquecimento opcionais e shiatsu rotativo. usada em perfeito estado, ideal para relaxar os músculos.",1,https://www.enjoei.com.br/p/almofada-de-massagem-shiatsu-relaxmedic-bivolt-144005512?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=9,31,211,1 dia,jun/2019,20260711
1432,monique,"Praia Grande, SP",(2 avaliações),"importante: o gabinete possuem placa-mãe, processador e fonte instalados, porém ficou parado por bastante tempo e não foi testado. por isso, não posso garantir o funcionamento desses componentes.o valor anunciado é referente apenas ao gabinete. as peças internas acompanham o produto, mas são consideradas um bônus caso estejam funcionando.",1,https://www.enjoei.com.br/p/gabinete-para-computador-cpu-ideal-para-montagem-ou-substituicao-145749049?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=10,18,6,3 dias,jul/2021,20260711
1433,luís,"São Paulo, SP",(133 avaliações),monitor positivo de 14 polegadas com falantes embutidos. acompanha os cabos necessários para uso. ideal para quem busca um monitor compacto e funcional.,1,https://www.enjoei.com.br/p/monitor-positivo-14-polegadas-145103068?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=11,126,326,1 dia,jan/2017,20260711
1434,andre,"santos, SP",(4 avaliações),"power bank magnético de 10000 mah, compatível com ios e android. carregamento sem fio, compacto e leve, ideal para o dia a dia. possui proteção contra sobrecarga, sobreaquecimento e curto-circuito.",1,https://www.enjoei.com.br/p/power-bank-magnetico-10000-mah-144024661?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=12,12,13,1 dia,mai/2017,20260711
1435,naiane,"São Bernardo do Campo, SP",(0 avaliação),"secador de cabelo profissional da marca tomate, modelo mse-2600a, na cor vermelha. possui 1900 watts de potência, ideal para uso diário. o secador é novo e vem na caixa original.",1,https://www.enjoei.com.br/p/secador-de-cabelo-tomate-profissional-vermelho-143828050?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=13,4,0,n/a,jan/2023,20260711
1436,daniela,loja em destaque,(218 avaliações),"console sega mega drive iii na cor preta. o aparelho não está funcionando, ideal para colecionadores ou para retirada de peças.",1,https://www.enjoei.com.br/p/console-sega-mega-drive-nao-funciona-143004125?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=14,2 mil,504,1 dia,set/2025,20260711
1437,bruna,"São Caetano do Sul, SP",(0 avaliação),"tablet positivo de 7 polegadas, na cor preta. aparelho semi novo e em ótimo estado de conservação, ideal para uso diário e entretenimento.",1,https://www.enjoei.com.br/p/tablet-positivo-7-polegadas-141305206?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=15,11,1,n/a,mar/2026,20260711
1438,david,"Rio de Janeiro, RJ",(1 avaliação),"case preta couro sintético com acabamento em veludo interno, dois dias de uso, pois acabei comprando a original verde.",1,https://www.enjoei.com.br/p/case-magnetica-para-mi-pad-5-e-5-pro-11pol-109335502?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=16,2,3,n/a,jun/2019,20260711
1439,tarcilaine,"Diamantina, MG",(0 avaliação),"projetor em formato de astronauta, com conexão usb e bluetooth. ideal para criar um ambiente divertido e relaxante. usado em ótimo estado.",1,https://www.enjoei.com.br/p/projetor-astronauta-usb-bluetooth-146041867?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=17,5,0,n/a,jun/2022,20260711
1440,fellipe,"São Paulo, SP",(145 avaliações),"flash pentax modelo af160sa, para cameras analógicas. possui um número guia de 20 (em iso 100), tempo de reciclagem de 6 segundos e funciona com 2 pilhas aa. na cor preta. oferece modos program e manual. em bom estado de conservação, pronto para uso.",1,https://www.enjoei.com.br/p/flash-pentax-af160sa-145716221?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=18,138,1 mil,2 dias,jul/2018,20260711
1441,geovanna,"carapicuíba, SP",(0 avaliação),"chapinha britania bpr03a bivolt, com placas de cerâmica flutuantes e tourmaline ion. atinge 200°c e possui cordão giratório 360° com alça. produto novo na caixa.",1,https://www.enjoei.com.br/p/chapinha-britania-bpr03a-bivolt-145056238?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=19,2,0,n/a,jun/2022,20260711
1442,breno,"Guarulhos, SP",(3 avaliações),macbook air m1 2020com alguns pequenos arranhões na parte de baixo (ver fotos)bateria com 400 ciclos 82%acompanha caixa carregador e sacola apple,1,https://www.enjoei.com.br/p/apple-macbook-air-m1-2020-13-8-gb-ram-256-gb-ssd-144220530?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=20,2,9,2 dias,ago/2022,20260711
1443,ricardo,loja em destaque,(127 avaliações),"grip para iphone da marca pgytech na cor preta. acessório para celular, ideal para melhorar a pegada e estabilidade ao tirar fotos e gravar vídeos. usado uma única vez e ainda vem com bateria para carregar 50% do iphone.",1,https://www.enjoei.com.br/p/grip-para-iphone-pgytech-preto-142811423?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=21,103,281,3 dias,dez/2014,20260711
1444,alana,loja em destaque,(174 avaliações),"video game dynavision xtreme, modelo antigo. o aparelho está em bom estado de conservação, ideal para colecionadores ou para quem busca reviver a nostalgia dos jogos clássicos.",1,https://www.enjoei.com.br/p/video-game-dynavision-xtreme-141245901?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=22,2 mil,378,1 dia,set/2025,20260711
1445,andressa,"Joinville, SC",(3 avaliações),"jogo outlast trinity para ps4, inclui outlast, outlast whistleblower e outlast ii. usado, mas em ótimo estado de conservação.",1,https://www.enjoei.com.br/p/jogo-outlast-trinity-ps4-146163094?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=23,15,11,1 dia,mai/2026,20260711
1446,daniela,loja em destaque,(218 avaliações),"jogo fifa 18 para playstation 4, em perfeito estado de conservação. divirta-se com o melhor do futebol virtual.",1,https://www.enjoei.com.br/p/jogo-fifa-18-ps4-145405549?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=24,2 mil,504,1 dia,set/2025,20260711
1447,lucas,"Governador Valadares, MG",(0 avaliação),"câmera wifi moes smart outdoor camera, compatível com alexa e google home. possui conexão rj45. não acompanha cartão de memória nem fonte.",1,https://www.enjoei.com.br/p/camera-wifi-moes-smart-camera-de-seguranca-145111463?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=25,4,0,n/a,jun/2021,20260711
1448,alana,loja em destaque,(174 avaliações),"carcaça original do console playstation 1 da sony, na cor cinza. ideal para reposição ou projetos de customização. produto usado, em bom estado de conservação, sem rachaduras ou grandes avarias.",1,https://www.enjoei.com.br/p/carcaca-de-playstation-1-sony-143955369?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=26,2 mil,378,1 dia,set/2025,20260711
1449,debora,"são paulo, SP",(7 avaliações),"kindle 11ª geração com 13,37 gb de armazenamento. o aparelho está em bom estado de uso, ideal para leitura de e-books. possui wi-fi e versão de firmware kindle 5.19.2.0.1.",1,https://www.enjoei.com.br/p/kindle-11-geracao-13-37-gb-143903139?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=27,8,16,1 dia,set/2020,20260711
1450,gabriel,"campinas, SP",(0 avaliação),"cabo usb-c para lightning da apple, com 1 metro de comprimento. ideal para carregar e sincronizar seu iphone, ipad ou ipod com um carregador usb-c ou computador. produto novo, na caixa, nunca usado.",1,https://www.enjoei.com.br/p/cabo-usb-c-para-lightning-apple-1m-143312301?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=28,9,1,n/a,jan/2021,20260711
1451,elisa,loja em destaque,(0 avaliação),"secador de cabelos mondial de 2000w de potência, ideal para quem busca praticidade no dia a dia. o secador é novo e está em perfeito estado.",1,https://www.enjoei.com.br/p/secador-de-cabelos-mondial-2000w-146038299?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=29,7,0,n/a,out/2022,20260711
1452,sophia,"campo grande, MS",(0 avaliação),"tablet redmi pad 2, novo e na caixa. ideal para quem busca um aparelho de alta performance para o dia a dia, estudos ou trabalho. possui sistema operacional xiaomi hyperos e tecnologia dolby atmos para uma experiência sonora imersiva.nunca usado.perfeito para usar como caderno, reconhece caneta própria da xiaomi ou outras genéricas compatíveis",1,https://www.enjoei.com.br/p/tablet-redmi-pad-2-146032354?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=23&rspix=30,4,0,n/a,out/2021,20260711
1453,vera,loja em destaque,(0 avaliação),"dois jogos para nintendo wii: wii sports resort e punch-out!!. ambos em bom estado, ideais para quem busca diversão e aventura. wii sports resort inclui bônus wii motionplus inside.",1,https://www.enjoei.com.br/p/jogos-nintendo-wii-sports-resort-e-punch-out-145442111?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=24&rspix=1,625,15,1 dia,mar/2026,20260711
1454,vera,loja em destaque,(0 avaliação),"controle nintendo gamecube wavebird na cor cinza. o controle está sem os botões e sem a tampa do compartimento de pilhas, ideal para retirada de peças ou para restauro. produto usado.",1,https://www.enjoei.com.br/p/controle-nintendo-gamecube-wavebird-cinza-145441686?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=24&rspix=2,625,15,1 dia,mar/2026,20260711
